user_id,session_id,question_id,response_correctness,response_time,session_score,engagement_duration
U08,S20,Q1,1,5.66619467418192,82,166
U10,S21,Q5,0,5.272957104134494,3,130
U19,S12,Q1,0,7.202323044117259,73,244
U04,S22,Q2,0,4.911676709195788,43,162
U05,S10,Q4,0,6.097878650595879,77,223
U01,S3,Q5,1,8.24808699984603,79,468
U06,S13,Q3,1,2.826294262983762,14,378
U16,S12,Q6,0,4.915196602139973,41,426
U11,S19,Q6,1,5.868346742311722,80,328
U15,S16,Q7,0,3.987736085727379,89,174
U11,S6,Q6,1,1.687873538926329,79,491
U02,S20,Q4,0,6.3064278525528925,47,212
U11,S16,Q5,1,4.166945361242828,10,452
U05,S24,Q5,0,5.656327566042358,91,400
U01,S22,Q1,0,3.1981178094968996,82,170
U07,S14,Q7,1,5.952938423431526,32,442
U11,S26,Q5,1,7.037608872586244,66,124
U06,S20,Q8,0,2.7506288514486923,68,255
U03,S5,Q3,0,5.630737064406597,56,406
U19,S10,Q3,0,5.809592936573678,54,169
U13,S8,Q3,0,4.801164444762506,44,160
U14,S26,Q4,1,5.343441325490085,78,321
U03,S17,Q7,0,4.01551551647371,72,217
U14,S28,Q9,0,6.779466767833677,18,286
U13,S4,Q2,0,7.925693977667711,2,190
U02,S10,Q7,1,6.777600492728338,85,120
U03,S15,Q8,1,5.101542885458327,40,277
U16,S28,Q9,0,5.949119371713485,9,199
U19,S6,Q6,1,2.388029903068605,20,341
U05,S20,Q2,1,5.527490465592178,87,358
U10,S6,Q2,0,4.8328948680610075,39,334
U05,S20,Q3,0,6.795173263126225,25,125
U15,S2,Q9,1,2.4698480950361756,72,132
U01,S23,Q3,1,1.4593347247010962,34,172
U08,S6,Q8,1,7.079116873147331,68,302
U02,S12,Q4,0,5.890260642851886,91,390
U17,S1,Q6,1,2.874710252064156,87,100
U01,S10,Q9,0,7.151535361464435,56,325
U10,S16,Q2,0,4.587211719401923,88,455
U16,S21,Q8,0,5.363626945583761,46,342
U17,S29,Q3,1,6.3217664011598265,88,248
U11,S21,Q2,0,4.8237065914426145,44,216
U17,S1,Q8,0,3.54912116752286,97,377
U15,S20,Q6,1,6.260716721195274,10,422
U06,S28,Q7,0,7.933769777760687,10,448
U06,S9,Q7,1,6.886201216989351,91,119
U13,S18,Q2,1,3.993378887581625,60,383
U18,S18,Q2,0,5.6997185390657785,14,396
U18,S27,Q4,1,8.552460002440574,13,407
U13,S26,Q7,1,5.656900182912193,29,463
U06,S18,Q3,0,6.939258926093194,69,265
U07,S21,Q9,1,3.2433260002678796,12,202
U01,S16,Q9,0,8.47034380859349,33,292
U08,S3,Q6,0,4.3373222784369885,70,331
U09,S22,Q3,0,4.572413061951234,51,160
U19,S11,Q6,0,4.920108626522959,97,465
U13,S3,Q2,0,2.2270917254544966,13,359
U12,S29,Q1,0,1.9034473806718117,40,157
U13,S6,Q1,0,5.842640989003641,98,239
U12,S17,Q2,1,3.4278627145068516,47,356
U13,S17,Q5,1,5.968982901427839,89,413
U08,S4,Q3,0,5.258319332799821,29,189
U08,S9,Q1,0,5.5453988736081685,27,240
U12,S20,Q4,0,3.2406582134084165,92,437
U14,S16,Q6,0,1.7913299543358399,19,210
U07,S10,Q2,0,5.703943843266153,49,497
U07,S13,Q5,0,5.582151324502924,43,349
U01,S18,Q5,0,8.246130293614172,62,136
U19,S3,Q9,1,5.649362388207513,68,306
U16,S7,Q7,1,5.765246951888874,57,476
U16,S1,Q1,0,4.972663250803647,34,406
U14,S15,Q2,1,6.6508423074906675,50,482
U06,S28,Q1,1,4.139643312021649,92,394
U19,S20,Q2,0,1.8693017767085083,57,258
U17,S16,Q9,0,9.592482282506992,51,307
U09,S1,Q5,0,3.9574122124457864,18,396
U07,S25,Q8,1,6.5047466459018,83,295
U06,S4,Q7,0,6.316128716143017,15,376
U13,S14,Q6,0,6.475445934889636,83,470
U19,S25,Q2,1,2.1799808531002483,22,279
U05,S16,Q6,1,5.578870039334974,70,272
U09,S29,Q8,1,4.552782442970967,8,220
U14,S5,Q1,0,3.4828636775507293,21,325
U04,S28,Q6,1,4.842081411567695,64,444
U04,S22,Q6,1,2.10749707874369,20,160
U11,S20,Q6,0,3.084347696553868,84,358
U16,S28,Q3,1,4.722139176758054,8,423
U02,S17,Q5,1,8.183684137829854,35,370
U11,S5,Q3,0,5.000465625547727,29,362
U03,S13,Q5,1,5.949780279214784,16,425
U14,S25,Q8,1,4.717242916137271,13,239
U12,S21,Q6,0,6.2105505993374175,77,235
U17,S5,Q4,0,5.274937837907434,30,485
U11,S8,Q5,0,3.8839995287908637,44,271
U08,S4,Q1,0,4.756155136364714,73,388
U19,S18,Q5,1,5.75666750795784,97,212
U13,S21,Q1,1,7.536363653712234,6,375
U14,S15,Q3,0,6.111788852890463,99,336
U02,S27,Q5,0,9.00306174313491,38,270
U04,S14,Q9,1,4.312281141905141,46,330
U04,S27,Q1,1,1.7865953727985886,61,101
U07,S19,Q1,0,4.0478299481353455,72,338
U01,S18,Q9,0,3.998725236045809,22,490
U09,S22,Q5,0,3.950294242000301,20,377
U09,S24,Q5,0,8.283506329143012,36,178
U14,S17,Q5,0,1.1694973578909877,37,354
U10,S12,Q1,0,3.282522174920885,90,163
U16,S23,Q9,0,4.241486339349821,4,413
U15,S9,Q1,1,3.869430592848875,52,386
U10,S14,Q6,0,7.706195839393692,78,193
U01,S25,Q9,0,2.574877744056043,35,109
U01,S19,Q8,1,5.03188721108813,75,277
U16,S16,Q4,1,7.153284931819886,74,262
U08,S16,Q5,0,4.2243152602271925,91,258
U10,S6,Q6,0,8.827294871177834,29,376
U11,S4,Q4,0,4.07560581322492,12,483
U14,S20,Q8,1,4.57159768964557,93,324
U03,S18,Q7,1,5.286669094546997,29,266
U10,S27,Q4,1,2.68380872134135,77,268
U09,S6,Q4,0,5.057833831211611,58,356
U14,S6,Q1,0,3.951309981675342,27,369
U12,S10,Q7,1,3.214641974361355,27,209
U07,S17,Q4,1,2.872935456833461,9,177
U02,S17,Q7,1,6.265852148687056,7,170
U03,S1,Q9,0,4.821064111218698,84,222
U08,S27,Q8,0,7.642391070244445,13,386
U15,S26,Q3,1,3.565113829167162,40,271
U14,S27,Q1,1,0.5106997086201197,15,113
U04,S27,Q3,0,5.231246075202182,54,220
U10,S25,Q3,0,2.9313995724697297,91,327
U14,S22,Q1,1,4.844823005569541,91,154
U12,S19,Q3,0,5.605239560322227,48,337
U18,S7,Q2,1,4.031510309210329,52,179
U11,S2,Q1,1,4.643784609264456,50,364
U02,S20,Q5,0,7.9965181763934385,53,400
U01,S11,Q6,1,4.460580791398922,45,270
U11,S5,Q7,1,6.245422448063755,1,288
U09,S6,Q2,0,5.54367100459087,94,224
U02,S11,Q4,1,6.48514506394691,80,234
U04,S28,Q2,0,5.752041948297909,51,258
U19,S12,Q5,0,-1.380029166216267,72,490
U13,S17,Q9,0,5.335472231953271,73,390
U01,S18,Q6,0,3.8602520563379996,46,155
U07,S26,Q8,1,8.513151460231638,96,452
U02,S4,Q1,0,1.5157605863643586,24,241
U19,S10,Q4,0,6.020172996236428,54,183
U02,S26,Q2,1,3.875807020260617,15,335
U14,S9,Q6,0,6.670131600719306,73,104
U18,S6,Q7,0,7.725256695070905,93,286
U08,S7,Q6,1,5.271961901749568,54,244
U05,S11,Q8,0,5.2826838392782145,7,239
U16,S25,Q7,1,3.072449061213419,37,117
U01,S8,Q3,0,1.5879135065635137,71,317
U05,S16,Q3,0,6.283971922241422,45,476
U15,S20,Q9,0,5.826253319405269,12,282
U10,S18,Q6,0,4.889357624169552,46,405
U06,S26,Q6,1,7.4789608360904145,37,477
U03,S19,Q1,0,5.957052418416669,85,155
U10,S11,Q1,0,7.098429692000494,60,421
U03,S16,Q6,1,5.173233744547686,7,131
U18,S21,Q8,0,7.257236197831349,25,456
U11,S4,Q5,0,5.7330162002412814,57,269
U05,S12,Q6,0,2.835764051173048,22,498
U13,S6,Q2,0,7.820981103625323,4,401
U16,S5,Q7,0,4.307208390783553,51,335
U15,S29,Q8,1,2.2304513208060035,96,202
U02,S3,Q1,0,7.5721807667808285,71,444
U16,S19,Q8,0,8.061350939878839,83,230
U14,S13,Q3,1,1.9277432714331555,76,311
U11,S2,Q6,0,2.8712248794844784,49,258
U03,S27,Q4,1,6.0388206174175885,20,479
U06,S26,Q7,1,2.193828450400778,56,205
U10,S18,Q9,0,6.212365536684249,58,387
U17,S8,Q4,0,8.0074003102195,83,453
U06,S20,Q7,1,2.922990335614604,47,385
U16,S28,Q3,0,6.529668092940694,68,425
U13,S20,Q5,1,7.483930197534249,47,175
U06,S8,Q2,1,0.7275707447087152,26,252
U01,S12,Q9,0,4.175690381118097,40,291
U04,S29,Q3,1,2.988524463954,46,390
U15,S8,Q4,1,3.7870720560299267,35,141
U10,S20,Q9,0,7.020882979582099,8,327
U19,S18,Q3,0,6.667038732735899,66,347
U19,S8,Q4,0,4.413318229877038,73,454
U16,S15,Q1,1,4.963544715335369,7,196
U16,S20,Q8,0,3.3297780036408424,15,329
U15,S17,Q7,0,1.3533426469715435,22,366
U04,S28,Q6,1,3.3401130952693365,91,353
U07,S11,Q6,1,5.804574691675286,76,283
U11,S10,Q9,0,1.6472583403767933,72,493
U06,S4,Q4,0,1.8320554690800033,47,459
U08,S26,Q7,1,6.159183647190095,94,264
U01,S10,Q6,1,5.8026253433584625,68,401
U01,S10,Q5,1,5.0063980996437705,96,402
U04,S20,Q5,1,7.914776447137271,5,175
U09,S3,Q1,1,5.265495138012834,34,109
U01,S13,Q3,0,4.441411479684121,28,261
U07,S20,Q8,1,6.355733177054427,56,391
U04,S5,Q1,1,5.980880225204308,45,492
U14,S6,Q9,1,4.628593016269891,62,394
U16,S22,Q7,0,2.3727963634861338,41,307
U06,S3,Q3,0,6.924401477701514,2,173
U08,S20,Q1,0,4.322803626827084,9,459
U04,S9,Q5,1,2.994951974847448,89,475
U05,S2,Q5,0,4.304171394857597,8,255
U09,S23,Q5,0,5.161193302988621,59,313
U08,S10,Q3,1,6.973966381244497,55,221
U06,S27,Q1,0,0.5966258105312683,20,116
U13,S12,Q2,1,4.213816137120137,99,382
U14,S18,Q2,1,6.87016415376029,94,291
U09,S16,Q4,1,1.0523644226673619,31,441
U18,S12,Q5,1,6.889438824345563,93,273
U13,S25,Q5,0,8.099190257248184,12,356
U14,S19,Q1,0,4.945033959385941,93,478
U14,S18,Q4,0,5.209383722543735,3,367
U11,S20,Q4,0,5.22852830913337,83,124
U12,S28,Q4,0,4.9080663888904486,48,148
U06,S17,Q1,0,5.920166115011174,57,218
U09,S19,Q4,0,7.454514132583954,94,440
U07,S10,Q1,0,2.28411808041366,26,219
U17,S24,Q9,1,3.6551127523720286,36,499
U17,S19,Q6,1,6.217177845775188,83,278
U19,S26,Q7,0,2.1220549409807323,32,357
U02,S25,Q8,1,-0.10774097618528788,11,454
U12,S15,Q7,0,8.393396752624785,72,374
U14,S29,Q3,1,5.852742629231895,18,191
U09,S3,Q1,0,4.3914609178369,98,287
U18,S6,Q3,0,6.558355868121209,25,231
U19,S25,Q7,0,4.983130852703428,55,384
U18,S26,Q2,0,6.703419858124088,38,269
U05,S27,Q4,0,2.5661942171747523,16,403
U13,S23,Q8,1,5.162503799420747,91,378
U10,S1,Q7,0,6.708619639659155,77,430
U10,S13,Q4,0,4.164706678345725,66,279
U10,S22,Q1,1,5.666534249431427,86,329
U12,S21,Q5,0,4.661349803336217,48,287
U15,S15,Q3,1,4.531766255845576,20,122
U06,S2,Q6,1,7.490258919804642,83,401
U06,S11,Q5,0,3.7112497398087294,76,283
U18,S8,Q6,1,6.806830073954828,61,346
U06,S9,Q2,1,5.332906415316706,35,382
U03,S8,Q9,1,3.4276375639778394,66,186
U04,S22,Q2,0,4.601608828146781,87,217
U04,S29,Q2,1,4.297552573348776,49,318
U18,S9,Q7,0,7.108438413738668,19,115
U05,S12,Q6,1,3.3908651088106585,76,116
U08,S16,Q4,0,6.246134863313042,79,174
U09,S13,Q3,1,6.855193918946261,73,396
U09,S14,Q4,1,2.5049120810011534,68,429
U05,S25,Q9,1,1.352848748821018,66,350
U14,S23,Q8,1,3.9219376477636176,44,233
U19,S11,Q5,1,7.9242112876214215,46,446
U04,S19,Q2,1,8.16428071185884,74,429
U14,S5,Q7,0,7.274021688607971,39,358
U13,S17,Q1,0,5.464631901041615,90,346
U19,S12,Q4,1,6.069239221906186,14,344
U06,S27,Q5,0,5.342562191869261,12,204
U04,S13,Q1,0,8.115728696411928,37,421
U16,S17,Q4,1,0.5305975346651532,44,272
U15,S3,Q1,0,0.5407971025348433,15,337
U04,S13,Q4,0,5.434732846323287,4,415
U04,S24,Q1,1,3.755389587206092,59,291
U02,S11,Q5,0,7.03705169119328,49,204
U16,S29,Q7,0,7.247750706240103,23,439
U11,S3,Q1,0,7.8310429521496765,80,481
U19,S3,Q8,1,1.2905643661703734,74,141
U14,S3,Q2,1,4.67662008123353,91,169
U02,S10,Q5,0,3.667605106705431,41,285
U03,S10,Q3,1,3.7548099855309744,71,223
U17,S25,Q8,1,3.9091678756051227,51,114
U03,S25,Q7,0,5.816789201511433,52,281
U12,S26,Q5,0,3.1210804813396136,36,253
U09,S22,Q1,1,3.374841152307968,64,325
U11,S6,Q3,0,0.9869500971124978,19,255
U03,S26,Q2,1,5.061999366377101,85,347
U16,S1,Q2,0,1.6492996195000962,13,215
U10,S4,Q7,1,1.3144851969113587,29,391
U07,S6,Q9,0,6.615175247162076,92,276
U10,S22,Q8,1,7.574692832949124,8,470
U11,S20,Q7,1,5.7060405860492605,34,305
U15,S5,Q4,0,6.240644089383679,31,428
U19,S9,Q3,0,6.853531127035623,79,140
U18,S13,Q5,0,1.9279820451019356,14,239
U10,S15,Q6,0,2.6226183860674697,57,357
U11,S6,Q8,0,6.56372860948031,24,188
U01,S5,Q1,1,5.4297992789943015,94,100
U17,S15,Q9,1,3.127511188087019,18,273
U04,S13,Q9,1,4.007897337723538,29,326
U02,S11,Q6,0,7.363530603625467,53,447
U06,S19,Q7,1,4.974708676918048,72,214
U07,S10,Q7,0,8.668792899282504,45,440
U09,S14,Q6,0,6.51374232552213,56,215
U16,S11,Q1,1,6.131035968267152,65,362
U17,S8,Q6,1,8.911006567715157,62,240
U03,S23,Q9,1,8.764043983652929,75,339
U15,S6,Q6,0,3.674549277460458,45,167
U16,S10,Q3,0,3.4000181224578014,10,173
U19,S1,Q9,1,4.914011816695435,38,407
U18,S9,Q9,0,1.5078297252713253,22,295
U05,S13,Q7,0,3.9859559708749157,37,259
U17,S12,Q5,0,6.208336715835959,17,223
U11,S5,Q9,1,7.412919150312426,77,442
U07,S11,Q1,0,2.7185054692264408,20,403
U17,S6,Q5,0,7.207529832795222,4,137
U17,S9,Q3,1,3.1549020234301857,14,360
U11,S22,Q4,0,5.26928204093899,1,340
U06,S17,Q7,0,6.6458553634206865,16,385
U13,S25,Q1,0,6.472970647067758,32,416
U01,S2,Q9,1,3.196176926502436,49,188
U14,S15,Q7,0,3.6617381445458097,65,455
U01,S10,Q5,0,5.21619987640558,36,449
U12,S21,Q1,0,5.348428167204043,77,241
U02,S23,Q6,1,4.663599515827995,54,280
U18,S3,Q6,0,6.367887529078853,33,354
U06,S14,Q1,0,4.626007593825896,23,257
U19,S13,Q7,1,5.278422367811498,83,425
U07,S24,Q9,0,4.0656974032553475,15,161
U06,S18,Q9,1,5.003093372898887,46,419
U19,S11,Q8,1,4.970749334565242,81,421
U06,S12,Q7,0,7.380726294632313,7,483
U15,S7,Q3,0,2.7204492509704195,38,498
U10,S8,Q8,1,8.721987908673915,56,303
U04,S4,Q2,1,5.344291980859066,61,209
U03,S3,Q6,0,5.326519495486407,48,210
U18,S26,Q5,1,3.5570684722979435,14,311
U11,S15,Q3,1,3.278266520654025,62,136
U08,S4,Q5,0,6.310869730232709,23,357
U06,S25,Q5,0,2.970470374516522,5,445
U02,S6,Q2,1,5.245200050764236,67,127
U15,S18,Q3,1,7.29865570445741,98,169
U15,S27,Q4,1,4.549281706449688,50,424
U09,S16,Q1,1,6.514284928062439,54,269
U19,S22,Q6,1,6.9132898358613515,24,247
U07,S1,Q3,1,7.591139558205813,52,311
U13,S17,Q6,1,3.763050002918351,8,172
U04,S16,Q6,0,5.972461274951263,88,127
U01,S7,Q8,1,3.917561699125125,41,138
U12,S22,Q5,0,4.841136516968024,18,237
U12,S20,Q1,0,4.349020207828973,44,466
U04,S15,Q3,0,3.264878395615824,81,342
U05,S21,Q2,0,5.212707148399205,49,379
U16,S27,Q5,0,3.810235134718348,17,197
U06,S29,Q9,0,5.483569922757953,99,279
U12,S4,Q1,1,2.7122579884092133,84,170
U08,S8,Q9,1,5.0643432526214625,2,313
U12,S8,Q2,0,6.025737774405347,93,360
U16,S9,Q2,1,2.3921003526422457,29,232
U12,S24,Q4,1,3.0359799356302064,59,442
U15,S6,Q6,1,3.367131106793276,96,180
U19,S16,Q8,0,3.9041611501663542,2,127
U03,S24,Q9,0,5.181138761856101,42,489
U02,S27,Q5,1,5.3358180839295795,92,482
U07,S18,Q7,0,4.870473132597285,65,448
U06,S14,Q8,0,4.919858218520197,89,349
U04,S11,Q9,0,4.057400119917912,9,284
U09,S10,Q6,0,4.50859429728808,2,295
U07,S3,Q3,1,4.627290424462692,8,290
U07,S5,Q8,1,1.7909826282397039,81,138
U04,S23,Q5,1,4.9765710890662,58,194
U01,S10,Q6,0,4.362937804742256,24,188
U17,S24,Q3,0,6.777949086490862,39,349
U09,S29,Q4,1,3.646767783937208,42,441
U06,S25,Q5,1,3.699082173013005,33,176
U11,S7,Q6,1,8.22566301312687,39,224
U16,S9,Q6,0,1.6949006816317058,16,292
U15,S24,Q2,0,3.1854055304470994,86,480
U19,S20,Q1,0,3.1466866688898083,26,178
U18,S21,Q1,1,7.34935452441275,43,288
U01,S29,Q1,0,8.036496133752813,32,133
U11,S7,Q1,1,3.9406993559749415,67,247
U04,S3,Q8,0,10.876964889270285,62,204
U10,S15,Q6,0,5.960002558081385,61,221
U15,S3,Q7,0,1.8664636263015688,57,260
U06,S17,Q2,0,2.139031756371831,38,460
U16,S8,Q4,0,6.433359383923922,55,175
U19,S14,Q8,0,4.7935709509721605,83,172
U13,S12,Q2,1,7.149704041853578,37,110
U11,S1,Q3,1,5.320229373264125,32,236
U03,S11,Q5,0,6.0862380664082,11,269
U08,S28,Q6,0,0.3058317314783139,30,335
U02,S6,Q5,1,6.676026043317005,1,393
U04,S20,Q1,0,4.1893014996368105,77,302
U17,S22,Q4,0,5.178969310185455,10,341
U09,S28,Q6,0,6.030951636595848,63,251
U18,S29,Q7,1,3.7194311305609347,53,335
U13,S13,Q2,1,6.7059010097847,27,164
U11,S8,Q3,0,3.4403617617175835,79,114
U01,S6,Q6,0,4.949317702375325,5,497
U02,S4,Q9,0,0.40177537333922864,21,420
U19,S26,Q8,0,7.313777107150749,28,217
U19,S21,Q8,0,6.350810229442012,45,369
U10,S19,Q8,0,2.4469871472726332,38,192
U11,S2,Q2,0,7.39659740691131,11,249
U07,S28,Q5,1,7.709154917915069,38,225
U14,S15,Q3,0,2.385628810276133,87,412
U02,S10,Q8,1,6.140973710235889,33,312
U15,S19,Q3,0,3.0194689019081844,42,363
U16,S2,Q2,0,7.1630582755734995,46,135
U19,S20,Q8,0,5.929153639820398,20,214
U05,S1,Q2,1,7.679498624640388,96,480
U18,S27,Q6,1,8.401518941574878,67,215
U02,S17,Q6,1,5.6246824479464514,81,448
U16,S8,Q9,1,4.222571040255553,73,116
U05,S4,Q9,1,8.261769178972363,13,374
U14,S1,Q3,1,3.0195324865289335,10,132
U05,S5,Q6,1,6.677539414650997,10,452
U02,S26,Q7,1,5.0086757796614485,1,112
U08,S1,Q2,1,4.435100487842456,85,150
U03,S14,Q7,1,4.088527083654585,56,185
U10,S4,Q7,1,3.3064392787568995,38,162
U09,S19,Q3,0,2.2302527695928633,55,436
U16,S1,Q8,1,8.741041295723392,89,220
U11,S3,Q3,0,5.6987540574342095,17,189
U03,S5,Q1,0,3.7364038457652073,59,241
U04,S15,Q8,0,5.873170880827758,22,376
U08,S21,Q4,1,4.766793415235599,63,376
U05,S8,Q6,1,6.190242062271514,87,333
U07,S17,Q5,1,7.837205228355688,18,216
U02,S17,Q5,0,7.3789806084068505,56,251
U05,S1,Q8,1,5.224767262993842,42,141
U14,S16,Q7,0,1.4289217488500192,52,178
U04,S12,Q3,0,5.614753970997881,23,401
U01,S5,Q1,1,3.5661267186734693,88,472
U06,S23,Q7,0,4.808977946394504,47,476
U18,S16,Q7,0,2.955809175776854,38,264
U13,S28,Q1,0,5.547280326106363,0,320
U18,S27,Q4,0,5.348671849008678,25,113
U09,S4,Q6,0,5.961781560609483,81,296
U01,S14,Q2,0,4.645632604119948,67,130
U04,S2,Q2,0,3.767598039645888,32,230
U07,S1,Q9,0,4.791020220516194,94,331
U16,S25,Q8,0,5.075386393142088,45,106
U17,S10,Q1,1,7.90765677619911,73,313
U06,S2,Q1,0,7.473524113584379,94,136
U05,S7,Q9,1,7.031120369952504,92,482
U12,S17,Q4,1,5.761134527754626,58,426
U05,S28,Q4,0,4.4524117819013584,81,469
U19,S1,Q3,0,3.2936745715964593,52,330
U03,S9,Q4,1,5.520638147534873,80,385
U03,S23,Q3,0,7.1111869037472974,43,416
U12,S19,Q4,1,6.870019490096553,36,388
U10,S19,Q4,1,7.597850390303039,76,421
U03,S3,Q6,1,3.4237771427646804,62,323
U06,S26,Q6,1,3.9964666161495765,7,472
U13,S27,Q9,1,5.325982841344687,33,386
U04,S3,Q6,0,3.2367361491088493,6,429
U14,S4,Q5,0,2.984326678832973,8,278
U08,S22,Q4,0,6.56829630124503,46,178
U03,S26,Q9,0,4.7169129431600645,49,115
U10,S14,Q9,1,4.3213574644698225,55,170
U05,S28,Q2,1,6.700234935089628,19,353
U19,S25,Q4,1,3.6051788100425073,47,355
U13,S24,Q4,0,3.9012221190507645,37,454
U14,S19,Q6,1,4.219231367148441,4,285
U15,S27,Q1,1,2.2175314613428188,28,456
U07,S9,Q5,1,2.9117875066829124,75,232
U11,S26,Q2,1,3.8968658723034624,14,474
U02,S22,Q3,1,2.3223508224954292,64,342
U09,S9,Q9,1,4.851477237932271,43,125
U14,S29,Q4,1,4.06868025496665,83,354
U03,S6,Q1,1,5.04641611140777,71,388
U12,S25,Q1,1,5.313128031778122,73,479
U17,S22,Q8,1,3.561648749543103,77,240
