user_id,session_id,question_id,response_correctness,response_time,session_score,engagement_duration
U04,S20,Q03,1,5.994,83,137
U04,S20,Q04,0,5.924,5,296
U04,S20,Q05,0,3.779,50,222
U04,S20,Q06,1,7.526,53,209
U04,S20,Q07,1,4.285,38,270
U04,S01,Q01,0,6.88,94,291
U04,S01,Q02,0,6.504,7,158
U04,S01,Q03,1,9.011,41,280
U04,S01,Q04,0,7.284,100,152
U04,S01,Q05,0,5.212,97,261
U04,S01,Q06,0,2.79,68,252
U04,S01,Q07,0,9.706,24,142
U04,S01,Q08,0,9.054,60,147
U04,S17,Q01,1,1.897,47,134
U04,S17,Q02,0,9.341,37,203
U04,S17,Q03,1,9.491,20,274
U04,S17,Q04,0,7.395,58,260
U04,S17,Q05,1,5.659,90,288
U04,S11,Q01,1,3.587,21,254
U04,S11,Q02,1,5.288,84,298
U04,S11,Q03,0,6.701,46,204
U04,S11,Q04,1,4.196,12,269
U04,S08,Q01,1,3.807,1,294
U04,S08,Q02,0,7.993,7,251
U04,S08,Q03,1,7.121,17,121
U04,S12,Q01,0,8.95,55,280
U04,S12,Q02,1,7.065,55,223
U04,S12,Q03,0,8.674,94,295
U04,S12,Q04,0,2.581,64,113
U04,S12,Q05,1,2.388,73,187
U04,S18,Q01,1,9.248,41,146
U04,S18,Q02,1,9.28,0,121
U04,S18,Q03,0,8.296,20,270
U04,S18,Q04,1,9.335,18,251
U04,S18,Q05,0,9.234,19,210
U04,S18,Q06,1,9.848,58,168
U04,S18,Q07,1,4.679,24,123
U04,S18,Q08,0,7.897,62,248
U04,S05,Q01,0,3.965,64,156
U04,S05,Q02,0,3.957,72,268
U04,S05,Q03,0,1.176,30,203
U04,S02,Q01,0,1.082,66,281
U04,S02,Q02,0,3.848,20,158
U04,S02,Q03,0,7.308,72,297
U04,S02,Q04,1,4.687,51,120
U04,S02,Q05,1,6.3,1,236
U04,S04,Q01,1,5.448,9,207
U04,S04,Q02,1,9.24,54,180
U04,S04,Q03,0,4.186,30,228
U04,S04,Q04,0,4.54,60,188
U04,S04,Q05,0,7.01,19,152
U04,S04,Q06,1,5.996,37,121
U04,S04,Q07,1,9.854,59,249
U04,S04,Q08,0,6.132,52,237
U04,S16,Q01,1,7.065,71,290
U04,S16,Q02,0,3.551,60,161
U04,S16,Q03,1,7.696,31,148
U04,S16,Q04,1,4.641,38,115
U04,S16,Q05,1,1.185,94,142
U04,S16,Q06,0,7.243,95,211
U04,S16,Q07,0,6.184,92,162
U04,S16,Q08,1,6.466,35,283
U04,S16,Q09,0,5.108,46,153
U04,S15,Q01,1,4.958,22,292
U04,S15,Q02,1,8.537,97,191
U04,S19,Q01,1,1.645,28,148
U04,S19,Q02,0,1.108,93,148
U04,S19,Q03,1,1.419,28,274
U04,S19,Q04,1,9.122,43,253
U04,S19,Q05,0,9.811,77,256
U04,S19,Q06,1,5.401,47,227
U04,S19,Q07,1,3.542,93,232
U04,S19,Q08,1,6.173,41,249
U04,S19,Q09,1,4.679,27,160
U04,S19,Q10,1,3.536,68,100
U04,S06,Q01,0,5.535,34,140
U04,S06,Q02,1,4.317,14,223
U04,S06,Q03,0,5.442,50,234
U04,S06,Q04,0,5.527,21,290
U04,S06,Q05,1,2.828,93,173
U04,S06,Q06,1,3.08,53,257
U04,S03,Q01,0,9.726,22,264
U04,S03,Q02,0,8.202,36,282
U04,S03,Q03,1,8.248,65,197
U04,S03,Q04,1,1.531,90,128
U04,S03,Q05,1,3.06,93,196
U04,S03,Q06,1,3.151,1,139
U04,S03,Q07,0,9.343,13,191
U04,S03,Q08,1,8.969,45,240
U04,S03,Q09,1,1.722,33,298
U04,S10,Q01,0,2.068,3,249
U04,S10,Q02,0,4.063,80,108
U04,S10,Q03,0,8.968,35,105
U04,S10,Q04,1,3.673,31,194
U04,S10,Q05,1,7.636,15,112
U04,S10,Q06,1,8.855,14,206
U04,S10,Q07,0,4.916,73,236
U04,S10,Q08,1,8.105,36,297
U04,S10,Q09,0,1.732,23,183
U04,S13,Q01,0,8.316,100,118
U04,S13,Q02,0,9.99,28,203
U04,S13,Q03,0,6.35,48,157
U04,S13,Q04,1,2.9,62,141
U04,S13,Q05,0,5.439,90,258
U04,S13,Q06,0,6.111,16,210
U04,S13,Q07,1,5.991,78,164
U04,S13,Q08,0,3.82,13,205
U04,S13,Q09,1,8.891,32,233
U04,S09,Q01,1,3.235,1,253
U04,S09,Q02,0,1.217,2,233
U04,S09,Q03,1,5.438,4,249
U04,S09,Q04,1,7.724,63,134
U04,S09,Q05,1,4.189,31,264
U04,S09,Q06,1,2.16,50,104
U05,S16,Q01,0,5.7,5,105
U05,S16,Q02,0,6.62,59,229
U05,S16,Q03,1,7.793,23,270
U05,S16,Q04,1,9.24,67,201
U05,S16,Q05,0,5.031,51,278
U05,S16,Q06,1,1.668,50,273
U05,S16,Q07,1,8.434,92,197
U05,S16,Q08,1,6.84,74,295
U05,S16,Q09,0,5.834,54,146
U05,S18,Q01,1,9.328,46,130
U05,S18,Q02,0,7.39,11,267
U05,S18,Q03,1,1.02,76,195
U05,S03,Q01,1,7.122,100,148
U05,S03,Q02,1,9.638,66,260
U05,S03,Q03,1,9.862,19,259
U05,S03,Q04,0,9.03,53,219
U05,S03,Q05,0,9.947,51,104
U05,S03,Q06,1,3.442,98,193
U05,S03,Q07,0,8.411,96,210
U05,S03,Q08,0,4.197,69,264
U05,S03,Q09,0,7.372,81,105
U05,S03,Q10,1,6.26,7,257
U05,S04,Q01,1,1.53,81,125
U05,S04,Q02,0,2.595,23,245
U05,S04,Q03,1,2.654,74,138
U05,S04,Q04,0,9.238,92,118
U05,S04,Q05,1,4.931,81,203
U05,S04,Q06,1,8.107,67,143
U05,S04,Q07,1,5.764,82,122
U06,S06,Q01,1,5.469,74,188
U06,S06,Q02,0,5.274,23,100
U06,S06,Q03,1,7.883,19,290
U06,S06,Q04,0,2.071,54,250
U06,S06,Q05,0,1.022,51,292
U06,S06,Q06,0,5.951,13,159
U06,S06,Q07,1,6.006,72,178
U06,S06,Q08,1,5.477,42,225
U06,S06,Q09,0,4.063,33,298
U07,S14,Q01,1,9.006,11,242
U07,S06,Q01,0,8.384,44,227
U07,S06,Q02,0,1.804,64,257
U07,S06,Q03,1,9.276,56,144
U07,S06,Q04,1,7.02,63,155
U07,S06,Q05,1,3.162,94,145
U07,S06,Q06,1,1.673,35,227
U07,S06,Q07,1,5.874,83,131
U07,S06,Q08,1,9.858,24,162
U07,S06,Q09,1,4.142,20,181
U07,S06,Q10,0,1.371,18,218
U07,S16,Q01,1,6.478,39,115
U07,S16,Q02,0,8.326,86,216
U07,S16,Q03,1,6.649,92,267
U07,S16,Q04,0,5.011,96,291
U07,S16,Q05,0,2.645,73,266
U07,S11,Q01,1,9.736,18,234
U07,S11,Q02,0,3.282,38,191
U07,S11,Q03,0,7.638,85,178
U07,S11,Q04,1,7.57,56,151
U07,S11,Q05,1,5.702,42,300
U07,S11,Q06,1,9.177,73,180
U07,S11,Q07,1,4.84,12,285
U07,S11,Q08,1,2.518,0,151
U07,S11,Q09,1,4.086,24,225
U07,S19,Q01,0,1.401,27,114
U07,S19,Q02,1,3.742,18,116
U07,S19,Q03,0,6.757,68,154
U07,S19,Q04,0,7.696,2,260
U07,S19,Q05,0,4.525,72,169
U07,S19,Q06,0,3.576,79,182
U07,S19,Q07,1,9.257,54,159
U07,S19,Q08,1,8.338,10,293
U07,S19,Q09,1,6.444,43,263
U07,S19,Q10,1,1.302,2,126
U07,S15,Q01,1,5.816,29,133
U07,S15,Q02,1,5.968,75,157
U07,S15,Q03,1,2.19,99,271
U07,S15,Q04,1,4.267,75,261
U07,S15,Q05,1,8.509,10,291
U07,S15,Q06,0,7.156,75,136
U07,S15,Q07,1,6.968,45,261
U07,S15,Q08,0,3.669,49,217
U07,S15,Q09,0,2.96,8,178
U07,S15,Q10,0,7.615,1,106
U07,S05,Q01,0,5.183,98,129
U07,S05,Q02,1,6.037,32,197
U07,S05,Q03,0,1.428,16,228
U07,S10,Q01,0,1.982,24,162
U07,S10,Q02,1,4.23,56,224
U07,S10,Q03,0,7.09,77,107
U07,S10,Q04,1,7.817,4,117
U07,S10,Q05,1,8.741,36,143
U07,S10,Q06,1,2.104,94,150
U07,S10,Q07,0,7.618,0,221
U07,S10,Q08,1,4.256,88,176
U07,S10,Q09,1,3.03,36,274
U07,S13,Q01,1,1.337,91,213
U07,S13,Q02,1,3.997,59,258
U07,S13,Q03,1,5.188,52,114
U07,S13,Q04,0,6.936,32,242
U07,S13,Q05,0,7.328,87,171
U07,S13,Q06,1,2.04,45,223
U07,S13,Q07,0,6.094,32,252
U07,S13,Q08,1,1.652,76,121
U07,S13,Q09,0,4.406,1,194
U07,S13,Q10,0,5.447,70,229
U07,S20,Q01,0,1.504,40,125
U07,S03,Q01,1,7.399,80,139
U07,S03,Q02,1,9.67,51,125
U07,S03,Q03,0,8.652,61,230
U07,S03,Q04,1,6.778,12,115
U07,S02,Q01,1,9.035,66,223
U07,S02,Q02,0,8.454,26,131
U07,S02,Q03,1,2.925,82,231
U07,S02,Q04,1,8.472,60,203
U07,S18,Q01,0,5.599,15,273
U07,S18,Q02,1,2.425,85,297
U07,S18,Q03,0,6.111,58,164
U07,S18,Q04,1,2.086,61,150
U07,S18,Q05,1,3.704,16,244
U07,S18,Q06,0,8.971,92,131
U07,S01,Q01,0,5.275,65,182
U07,S01,Q02,0,4.659,39,116
U07,S01,Q03,0,1.01,59,242
U07,S01,Q04,1,5.812,8,159
U07,S01,Q05,1,2.51,37,211
U07,S01,Q06,0,1.726,34,195
U07,S01,Q07,1,9.564,46,165
U07,S01,Q08,0,6.433,32,165
U07,S17,Q01,0,4.655,63,281
U07,S17,Q02,0,5.2,27,292
U07,S17,Q03,0,4.352,86,300
U07,S17,Q04,1,4.84,61,289
U07,S17,Q05,0,4.463,34,145
U07,S17,Q06,0,5.39,63,106
U07,S17,Q07,0,1.639,53,165
U07,S08,Q01,0,5.925,11,224
U07,S08,Q02,0,2.429,70,154
U07,S08,Q03,1,5.457,24,162
U07,S08,Q04,1,4.905,27,264
U07,S08,Q05,1,5.231,71,216
U07,S08,Q06,1,9.785,5,176
U07,S08,Q07,0,3.865,33,176
U07,S08,Q08,1,9.786,46,151
U07,S08,Q09,1,4.734,57,281
U08,S20,Q01,1,2.512,10,136
U08,S20,Q02,0,9.406,70,286
U08,S20,Q03,1,1.142,21,248
U08,S20,Q04,0,6.011,8,265
U08,S20,Q05,1,2.535,19,119
U08,S20,Q06,0,2.244,96,213
U08,S20,Q07,0,7.197,58,125
U08,S20,Q08,1,7.462,93,280
U08,S20,Q09,0,5.819,35,267
U08,S13,Q01,0,7.083,97,108
U08,S13,Q02,0,9.084,13,120
U08,S13,Q03,0,4.728,39,213
U08,S13,Q04,0,8.369,58,126
U08,S13,Q05,0,4.211,42,151
U08,S13,Q06,0,6.689,78,173
U08,S13,Q07,1,2.935,8,190
U08,S13,Q08,1,1.67,95,234
U08,S13,Q09,0,3.458,72,219
U08,S06,Q01,1,7.357,24,226
U08,S06,Q02,0,2.986,39,245
U08,S06,Q03,1,8.216,96,110
U08,S06,Q04,0,4.762,17,106
U08,S06,Q05,0,5.601,76,104
U08,S06,Q06,0,3.324,81,200
U08,S06,Q07,0,8.315,87,109
U08,S06,Q08,1,9.688,90,162
U08,S06,Q09,1,3.81,14,185
U08,S01,Q01,0,7.508,55,176
U08,S01,Q02,0,9.014,80,115
U08,S01,Q03,0,8.3,48,230
U08,S01,Q04,0,1.986,43,143
U08,S01,Q05,1,5.933,53,159
U08,S01,Q06,0,8.035,52,222
U08,S10,Q01,1,6.482,60,202
U08,S10,Q02,1,3.444,54,290
U08,S10,Q03,1,8.84,100,134
U08,S16,Q01,1,8.37,82,122
U08,S02,Q01,1,9.414,42,241
U08,S02,Q02,0,5.7,53,202
U08,S02,Q03,0,3.16,96,183
U08,S02,Q04,0,5.097,78,254
U08,S02,Q05,0,5.124,48,110
U08,S02,Q06,1,9.466,25,222
U08,S02,Q07,1,6.595,88,288
U08,S02,Q08,1,4.698,53,189
U08,S02,Q09,1,1.569,59,128
U08,S02,Q10,0,9.12,78,297
U08,S07,Q01,0,1.237,68,196
U08,S08,Q01,1,3.249,57,183
U08,S08,Q02,0,5.992,1,142
U08,S08,Q03,1,4.237,15,234
U08,S08,Q04,0,8.015,47,277
U08,S08,Q05,0,8.996,64,214
U08,S08,Q06,1,7.057,19,167
U08,S03,Q01,0,6.571,89,158
U08,S14,Q01,0,9.393,37,104
U08,S14,Q02,0,8.044,83,136
U08,S14,Q03,0,2.017,52,140
U08,S14,Q04,1,7.076,53,225
U08,S14,Q05,1,4.399,68,101
U08,S14,Q06,0,6.2,90,244
U08,S12,Q01,0,7.153,99,171
U08,S12,Q02,1,4.825,43,222
U08,S12,Q03,0,2.939,37,189
U08,S12,Q04,1,4.775,15,266
U08,S12,Q05,0,1.227,47,234
U08,S12,Q06,1,8.389,92,228
U08,S12,Q07,1,7.129,85,130
U08,S12,Q08,0,1.213,32,118
U08,S11,Q01,1,6.392,62,152
U08,S11,Q02,1,4.95,31,132
U08,S09,Q01,0,6.094,73,257
U08,S09,Q02,0,5.675,33,209
U08,S09,Q03,1,8.528,66,174
U08,S09,Q04,1,3.992,79,179
U08,S09,Q05,1,8.216,62,161
U08,S09,Q06,1,3.88,56,295
U08,S09,Q07,0,7.162,65,111
U08,S09,Q08,0,9.951,83,103
U08,S09,Q09,1,7.667,64,187
U08,S18,Q01,1,2.815,22,214
U08,S18,Q02,1,2.198,99,198
U08,S18,Q03,0,4.829,2,264
U08,S18,Q04,1,1.115,70,274
U08,S18,Q05,0,5.255,52,190
U08,S18,Q06,1,3.187,16,174
U08,S18,Q07,0,4.686,3,231
U08,S18,Q08,1,1.365,65,140
U08,S18,Q09,1,7.237,75,187
U08,S17,Q01,1,4.804,53,272
U08,S17,Q02,0,4.397,83,299
U09,S16,Q01,1,8.364,92,244
U09,S16,Q02,0,4.63,80,213
U09,S16,Q03,1,9.557,86,259
U09,S16,Q04,1,4.257,29,219
U09,S16,Q05,1,8.465,71,155
U09,S16,Q06,1,6.608,86,280
U09,S16,Q07,1,5.828,98,194
U09,S16,Q08,1,2.073,24,139
U09,S16,Q09,0,9.445,82,125
U09,S16,Q10,1,9.848,64,140
U09,S04,Q01,0,8.735,28,128
U09,S04,Q02,0,3.665,33,285
U09,S04,Q03,0,2.588,29,212
U09,S04,Q04,1,5.478,31,190
U09,S04,Q05,0,5.285,69,273
U09,S04,Q06,0,1.076,87,100
U09,S04,Q07,1,5.806,38,119
U09,S04,Q08,1,1.918,81,123
U09,S04,Q09,0,2.762,24,142
U09,S04,Q10,0,4.044,19,215
U09,S13,Q01,1,1.144,22,271
U09,S13,Q02,1,5.946,85,292
U09,S13,Q03,1,9.591,67,131
U09,S13,Q04,1,6.685,96,255
U09,S13,Q05,1,2.872,65,171
U09,S15,Q01,0,5.254,80,110
U09,S15,Q02,1,4.062,57,253
U09,S15,Q03,0,5.25,12,175
U09,S15,Q04,0,4.817,72,264
U09,S15,Q05,1,8.591,75,208
U09,S15,Q06,1,1.0,51,282
U09,S15,Q07,0,3.334,37,133
U09,S15,Q08,0,9.502,63,128
U09,S15,Q09,0,4.454,53,256
U10,S11,Q01,1,6.606,25,270
U10,S11,Q02,1,5.982,87,136
U10,S14,Q01,0,6.924,59,244
U10,S14,Q02,0,1.587,22,262
U10,S14,Q03,1,6.39,99,223
U10,S19,Q01,0,6.017,13,194
U10,S19,Q02,0,2.564,66,186
U10,S19,Q03,1,9.718,89,199
U10,S08,Q01,1,7.585,48,168
U10,S08,Q02,1,8.929,9,187
U10,S08,Q03,1,4.084,9,118
U10,S08,Q04,1,5.537,44,234
U10,S08,Q05,0,8.341,78,140
U10,S08,Q06,0,1.043,54,275
U10,S08,Q07,1,7.569,80,292
U10,S08,Q08,0,7.702,34,214
U10,S08,Q09,1,7.526,29,172
U10,S15,Q01,1,4.87,65,136
U10,S15,Q02,1,2.791,14,117
U10,S15,Q03,1,6.726,19,288
U10,S15,Q04,1,5.125,3,180
U10,S15,Q05,0,2.033,42,288
U10,S15,Q06,0,1.127,75,124
U10,S15,Q07,0,7.963,83,102
U10,S15,Q08,0,5.649,63,237
U10,S04,Q01,1,6.175,38,241
U10,S04,Q02,1,9.449,49,161
U10,S04,Q03,0,6.186,9,262
U10,S10,Q01,1,1.139,49,159
U10,S10,Q02,1,4.216,43,188
U10,S10,Q03,1,8.417,57,261
U10,S10,Q04,1,7.85,97,256
U10,S10,Q05,1,2.284,86,187
U10,S12,Q01,1,9.383,77,179
U10,S06,Q01,0,1.637,53,192
U10,S06,Q02,1,8.178,26,134
U10,S06,Q03,1,4.489,17,262
U10,S06,Q04,1,5.063,97,189
U10,S06,Q05,0,5.629,53,251
U10,S06,Q06,1,1.864,42,269
U10,S06,Q07,1,3.632,81,153
U10,S09,Q01,1,5.438,0,261
U10,S09,Q02,1,5.898,10,166
U10,S09,Q03,1,7.002,0,194
U10,S09,Q04,1,4.793,84,230
U10,S09,Q05,0,6.523,61,271
U10,S09,Q06,0,9.585,84,271
U10,S09,Q07,1,8.576,27,119
U10,S09,Q08,0,1.348,78,220
U10,S02,Q01,0,9.018,19,175
U10,S02,Q02,1,5.074,11,101
U10,S02,Q03,0,1.371,17,259
U10,S20,Q01,0,3.057,50,293
U10,S20,Q02,1,9.191,70,278
U10,S20,Q03,0,8.486,40,200
U10,S20,Q04,1,7.85,42,281
U10,S20,Q05,0,9.691,93,263
U10,S20,Q06,1,6.749,50,103
U10,S20,Q07,1,7.597,25,210
U10,S20,Q08,1,7.84,92,274
U10,S20,Q09,1,4.507,29,255
U10,S20,Q10,0,1.616,40,292
U10,S01,Q01,1,9.489,86,122
U10,S01,Q02,0,3.899,69,200
U10,S01,Q03,1,9.458,100,198
U10,S01,Q04,1,5.024,50,285
U10,S01,Q05,0,1.667,54,238
U10,S03,Q01,0,9.144,96,129
U10,S03,Q02,1,9.313,62,180
U10,S03,Q03,1,1.307,76,235
U10,S03,Q04,1,9.265,58,117
U10,S03,Q05,1,1.255,43,170
U10,S16,Q01,1,2.388,1,156
U10,S16,Q02,1,7.783,89,197
U10,S16,Q03,0,3.221,82,176
U10,S16,Q04,0,5.214,32,209
U10,S16,Q05,0,9.334,13,210
U10,S16,Q06,0,5.584,3,113
U10,S17,Q01,0,6.107,20,207
U10,S17,Q02,0,3.129,55,212
U10,S17,Q03,1,5.439,46,203
U10,S17,Q04,1,2.925,60,167
U10,S17,Q05,1,2.707,64,159
U10,S17,Q06,1,2.606,69,246
U10,S17,Q07,0,8.159,86,257
U10,S18,Q01,1,5.403,29,268
U10,S18,Q02,0,6.066,48,296
U10,S18,Q03,1,2.33,87,116
U10,S18,Q04,0,5.084,20,174
U10,S18,Q05,1,4.181,95,133
U10,S18,Q06,0,4.021,53,158
U10,S18,Q07,0,5.739,58,272
U10,S18,Q08,1,6.532,45,132
U10,S18,Q09,1,2.596,27,162
U10,S18,Q10,1,9.735,89,152
U10,S13,Q01,0,6.8,26,241
U10,S13,Q02,1,8.345,37,276
U10,S13,Q03,1,6.048,39,117
U10,S05,Q01,0,5.238,69,277
U10,S05,Q02,1,6.596,28,187
U10,S07,Q01,1,4.494,86,176
U10,S07,Q02,0,6.675,46,288
U10,S07,Q03,1,4.569,94,215
U10,S07,Q04,0,1.462,28,242
U10,S07,Q05,0,7.226,36,284
U10,S07,Q06,0,4.976,91,268
U10,S07,Q07,0,6.134,18,249
U10,S07,Q08,0,7.512,64,278
U10,S07,Q09,0,6.641,97,286
U10,S07,Q10,1,9.667,39,273
U11,S20,Q01,0,1.772,96,162
U11,S20,Q02,1,1.73,82,291
U11,S20,Q03,0,6.657,20,206
U11,S20,Q04,1,7.264,26,258
U11,S20,Q05,0,9.429,69,286
U11,S20,Q06,1,4.647,77,234
U11,S20,Q07,0,6.84,66,163
U11,S20,Q08,0,3.381,61,241
U11,S20,Q09,0,5.487,93,246
U11,S01,Q01,0,2.289,56,166
U11,S01,Q02,0,3.38,84,236
U11,S01,Q03,0,9.979,41,167
U11,S01,Q04,1,7.229,16,276
U11,S01,Q05,0,8.809,55,202
U11,S01,Q06,1,3.291,80,278
U11,S01,Q07,1,6.759,16,237
U11,S01,Q08,0,7.048,87,193
U11,S03,Q01,1,7.223,45,273
U11,S03,Q02,1,9.888,19,138
U11,S03,Q03,0,7.295,27,238
U11,S03,Q04,0,7.788,37,241
U11,S03,Q05,0,6.775,44,236
U11,S03,Q06,0,2.815,72,145
U11,S03,Q07,0,6.936,98,124
U11,S03,Q08,0,4.017,42,169
U11,S16,Q01,0,2.081,4,254
U11,S16,Q02,0,1.792,18,135
U11,S16,Q03,1,3.881,41,113
U11,S16,Q04,1,6.877,13,276
U11,S16,Q05,1,7.592,61,273
U11,S10,Q01,1,4.668,34,299
U11,S10,Q02,0,8.818,22,222
U11,S10,Q03,1,9.62,68,270
U11,S10,Q04,0,2.16,10,267
U11,S10,Q05,1,2.935,80,133
U11,S10,Q06,0,3.031,68,250
U11,S06,Q01,0,3.533,5,239
U11,S06,Q02,0,8.598,22,192
U11,S06,Q03,0,9.35,53,286
U11,S13,Q01,0,5.612,48,225
U11,S13,Q02,0,1.326,71,148
U11,S13,Q03,1,6.473,46,269
U11,S13,Q04,1,1.303,53,114
U11,S13,Q05,0,5.858,55,297
U11,S13,Q06,1,9.118,60,183
U11,S13,Q07,0,1.39,73,103
